phase,,Z,
X,Y,X,Y
0.18739484267900536,73.35414947293728,0.1528261386560069,1482.1313616780085
0.24302554150390324,68.9545247387307,0.20368480637009112,1196.940524790231
0.33559045333159165,65.40113413132875,0.24667925645343047,978.9420139798177
0.3965045710788828,61.113812130577884,0.3084387678704773,809.0440204023308
0.5210598521208627,56.80650684931506,0.3981691620265612,672.8554877749837
0.6700183754001133,51.92876974252861,0.4978562344689,564.8936857943002
0.8273688526888466,46.308472098535844,0.6426915820498422,490.09484895554965
1.1140552010610822,41.16686485589809,0.8430094431432521,420.7654132542209
1.293223400428669,36.080211634668274,1.178655624013501,363.9138542014191
1.5768151895454159,31.236991103311595,1.922838020087468,314.79261905245903
2.033611632079343,27.403834568741985,3.9642001647955736,274.9839202093435
2.6387802178884723,23.21340120077646,8.000679891374267,252.52467932276022
4.25565110866316,19.49287770181978,16.14723678503781,229.23741448434816
6.953610898409241,16.164510944061746,32.588887361083316,209.95116138117373
18.336831518586745,12.648301349491149,65.77197037312716,198.85903330529777
49.56200004585625,9.8118722067493,132.74316606247214,186.7335313375395
91.15745242992004,9.00475735227171,267.9066483233808,177.05235607558052
188.9068673587604,9.200516298611959,540.6980588521482,163.77424476687634
361.2739493675397,10.221356441829101,1091.2547063542547,147.77359070455896
765.5047316990572,12.125677754273084,2202.406342401778,135.6480887368009
1564.5311941363573,13.52223408539247,4444.969326415869,121.53532928465302
3043.334348451953,14.117404080001322,8970.98411514356,106.03148959343298
5916.888373246759,13.789850407762074,18105.536862962188,96.25095145725459
12945.245313989539,11.542040781581505,36541.19335053959,92.4123131993997
50963.24993853097,6.210639953319301,67014.2324151967,88.63147505252437
73262.86038778276,5.051626985166379,,
10.702093981154224,14.602739726027394,,
31.017998129580377,10.958904109589028,,
8535.708180431711,12.68493150684931,,
19773.833761163092,9.808219178082197,,
30946.492058046504,8.082191780821915,,
